"ID","class1","class2","class3","class4","class5","class6","class7","class8","class9"
4056,0,0,1,1,0,1,3.23784187754681e-194,1,1
4057,0,0,0,0,0,0,1,1,1
4058,1,0,1,1,0,0,0,1,1
4059,0,0,0,9.59951926072068e-30,0,0,0,1,1
4060,6.386256164745e-170,0,1,0,1,1,1,1,0
4061,1,0,1,0,0,0,1,0,0
4062,0,0,0,0,1,1,0,5.3281573340615e-193,1
4063,0,0,1,0,2.51184023528951e-143,6.0467049194143e-29,0,1,2.22864791357921e-132
4064,0,0,1,1,1,2.07362468876738e-28,0,1,0
4065,1,1,1,1.56336902102532e-164,1,1,0,0,0
4066,0,0,1,0,1,3.2509349329725e-140,0,1,1.21139473224953e-308
4067,7.04883707323956e-247,1,0,1,0,1,4.00318569275537e-58,0,1
4068,0,1,1,0,1,1,1,0,1
4069,1,0,0,0,0,0,1,1.05380654031957e-109,0
4070,0,1,1,1,0,0,1,1,0
4071,1,0,0,3.67753680712828e-212,0,0.999366035701693,0,1,1
4072,0,0,1,1,0,0,0,1,1
4073,0,0,0,1,0,0,0,0,0
4074,0,1,0,1,0,1,1,1,0
4075,0,1,0,0,1,0,0,2.10636918624368e-41,0
4076,0,0,1,1,1,0,0,2.39537845256787e-126,2.28095358418751e-184
4077,0,0,0,0,0,1,1,1,0
4078,1,1,0,0,0,1,1,0,0
4079,1,1,1.82456792993322e-21,2.12228401103092e-167,0,0,0,1,0
4080,0,1,1,1,2.53893384614519e-120,1,1,0,1
4081,1,1,0.999999933231583,0,1,1,0,0,0
4082,0,1,0,0,0,0,1,8.22303443947208e-38,0
4083,0,1,1,0,1,1,1,0,0
4084,1,1.32045260313084e-143,0,0,1.0861940782497e-52,1,1,2.01305919267979e-187,1
4085,0,1,0,0,1,1,0,5.37197856034419e-185,1.18948720669147e-31
4086,1,0,1,0,0,0,1,6.05231632699594e-165,1
4087,1,0,0,0,2.85421862831152e-175,5.18955116729823e-148,1,1,1.6393146065561e-252
4088,0,0,0,0,0,0,1,1,0
4089,0,0.999999992037007,0,1,1,0,0,0,0
4090,1,0,1,1,1,1,0,1.22923366966845e-208,1.03911500596867e-24
4091,2.11698694105549e-236,0,0,0,0,0,0,1,1
4092,1,1,0,1,1,1.70905856820634e-99,1,0,1
4093,1,1,0,0,1,7.49201746865983e-235,1.76567917898499e-122,0,0
4094,0,0,0,0,0,4.88187106298262e-90,0,1,1
4095,1,1,0,1,7.64873332918432e-143,0,1,1,1.72229212900417e-126
4096,0,1.18613644940776e-92,0,0,0,0,0,1,0
4097,3.55732504175135e-133,0,1,0,9.90990737058127e-300,1,1,0,1
4098,1,1,1,1,0,0,1,1,0
4099,0,1.76450914951162e-102,2.22419045873427e-147,0,1,1,0,1,1
4100,1,1,0,0,1,2.20536450584254e-293,1,1,0
4101,1.85862672312491e-160,1,1,1,0,1.10063539007145e-257,1,1.0324556252541e-218,1
4102,0,0,0,1.43438772169027e-34,0,1,0,1,0
4103,0,1,0,1,1,1.84367723559205e-307,1,1,1
4104,0,1,1,1,0,0,1,1,0
4105,1,1,0,0,1,1,0,1,1
4106,6.52958283443741e-35,1,1,0,1,1,1,1,1
4107,0,0,1,1,0,0,0,1,1
4108,0,0,0,1,1,1,1,1,1
4109,1,1.82019167254125e-147,0,1,0,1,1,0,0
4110,1,0,1.07933704933746e-251,1,0,0,0,1,0
4111,0,1,2.78305956855222e-251,0,0,1,0,1,4.66671005203196e-113
4112,0,4.20890337618495e-242,0,0,0,2.52882551669154e-139,1,0,1
4113,1,0,1,0,1,1,0,1,1
4114,1,0,0,1,0,1,3.13963864880966e-256,1,1
4115,0,1,3.2320415387873e-306,1,0,1.46683342405297e-233,1,1,1
4116,1,0,1,1,1,0,0,0,1
4117,3.71777462876016e-37,1,0,1,0,0,4.61881806003529e-84,0,0
4118,0,1,1,0,1,0,0,1,1
4119,1,1,5.77066746096006e-07,0,1,1,1,0,0
4120,1,1,0,0,2.10416487523315e-212,0,0,0,0
4121,1,0,0,1,1,0,1,0,0
4122,0,0,1,1,0,2.08037549153975e-36,0,0,1
4123,0,1,1,0,1,0,0,0,0
4124,0,0,1,0,0,0,1,0,0
4125,1,0,1,1,0,0,1,1,1
4126,0,0,1,1,1,0,4.35708803640193e-124,0,0
4127,0,1,1.35659255121978e-126,1,1,1,1.9444478934015e-281,8.44754924223653e-13,1
4128,1,0,0,0,1,0,0,1,0
4129,0,0,1,7.33880064489567e-53,0,1,1,1,1
4130,3.15432295009974e-215,1.00567320566692e-252,0,1,0,0,0,1,1
4131,0,0,2.1554243600351e-148,0,0,0,0,0,0
4132,0,1,0,2.49300688556749e-234,0,0,1,1,3.38744095994336e-157
4133,0,0,1,0.0232238098896579,3.76887109290534e-31,1.91611790088184e-301,0,1,1
4134,1,0,3.31723986276807e-180,1,1,1,1,1,5.49533900997474e-223
4135,0,7.77736268948683e-116,0,1,0,0,2.83375843992376e-147,1,0
4136,1.47620319381237e-206,0,0,1.70338366249486e-290,1,0,0,0,0
4137,0,0,1,1,1,0,0,0,0
4138,1,0,5.32272257629031e-233,8.33004892404029e-35,1.11733311752452e-182,0,1,1,1
4139,0,0,0,1,0,0,0,0,0
4140,0.999999989047284,1,0,0,0,0,0,0,1
4141,0,0,1,5.21569345513613e-130,0,0,0,0,0
4142,0,1,4.85474011379913e-279,1,0,0,1,0,1
4143,0,0,1,5.88318864266113e-131,0,0,0,0,3.73214622799673e-144
4144,0,0,0,1,0,1,1,1,6.43316648445185e-223
4145,1,0.999991832466444,1,1,1,1,1,0,0
4146,1,1,1,0,1,1,1,1,1
4147,1,0,1.32230831840623e-23,0,0,0,0,0.999999999999122,0
4148,1,4.925908057084e-226,0,1,1,5.11547440823095e-76,1.86059591580422e-201,0,1
4149,1,0,8.42148279269766e-268,5.81697934426007e-42,1,1,0,1,0
4150,0,3.3473847957188e-24,0,0,1,0,0,1,0
4151,0,1,1,1,1,0,0,0,0.0215724352003446
4152,1,0,0,0,0,1,1,7.57769156372784e-207,0
4153,0,0,1.94538106083056e-232,2.3593242842169e-259,1,8.65973557001332e-143,0,4.06628760197744e-79,1
4154,0,6.13073329498877e-103,1,1,1,1,1,0,0
4155,0.999999999993781,1,0,0,1,0,1,1,1
4156,0,1,0,1,0,0,1,0,4.89545340808864e-132
4157,1,1,0,1,0,0,1.24016803451222e-250,0,1
4158,0,0,3.79581811893002e-120,0,0,1,0,0,4.61986725671724e-129
4159,0,1,1,1,0,0,2.16203965995277e-307,1,0
4160,0,7.89233035402372e-148,1,0,0,0,0,0,0
4161,1,0,1,0,0,1,0,1,0
4162,0,1,4.95629607328901e-102,7.60634567868782e-170,1.43204882075216e-05,1,1.28946907595599e-274,1,1
4163,0,6.54922401755201e-135,1,1,0,0,7.67454895206039e-103,1,0
4164,0,1,0,0,3.10010222400602e-115,0,1,0,0
4165,1.32072468520019e-151,1,1,8.38477715383319e-127,1,0,6.34560300444794e-179,1,0
4166,0,1,0,0,0,1,0,1,1
4167,1,1,9.44105581839047e-288,0,1.85319935993061e-232,2.5703954848842e-189,0,0,1
4168,1,1,1,0,0,0,1.1459628987806e-101,6.16839986221715e-189,1
4169,0,1,0,1,1,7.97090864682812e-148,1,1,1
4170,0,0,0,0,0,1,0,0,3.5089041388668e-222
4171,0,1,0,1,0,0,2.87220462544169e-74,3.46084829991789e-164,0
4172,0,0,0,0,1,0,1,0,0
4173,1,0,1,0.999999999999767,1,0,1,1,1
4174,0,0,1,7.46116542833476e-161,2.63005627552721e-208,1,0,1,1
4175,1,0,1,0,0,0,1,1,4.39420716727004e-107
4176,1,0,0,1,1,1.55271505843244e-94,0,1,0
4177,0,1,1,0,3.66645882475873e-64,0,0,8.57147732748445e-51,0
4178,1.33761812411653e-284,1,1,1,0,0,1,0,1
4179,0,0,0,0,1,1.80535025468214e-59,0,0,0
4180,0,0,1,0,0,1,1.80155225679538e-267,0,1
4181,3.04264237829418e-92,0,2.27546476535296e-60,0,6.87256377755153e-287,0,1,0,0
4182,0,1,1,0,1,0,2.10044051609232e-221,0,0
4183,4.1062149469089e-69,1,0,0,1,1,0,0,0
4184,0,5.12207245049787e-178,0,2.36335750125166e-271,1,7.89779146834518e-47,0,1.10410663919234e-283,1
4185,1,1.48145596318663e-146,1,1,9.72113295413488e-14,1,0,1,1
4186,1.02655554276563e-235,0,2.46237292682567e-288,0,0,6.18252067522977e-173,0,1,0
4187,1.06936253019253e-307,1.45148358332613e-198,0,1,1,0,8.05114670992918e-94,0,1
4188,4.61541971762541e-159,1,1,0,0,1,1,1,1
4189,1,1,1,0,1,0,1,0,0
4190,1.09554495575684e-248,0,0,1,0,1.06625811034e-215,0,0,1
4191,1,0,0,1,0,1,0,0,0
4192,0,1,1,1,1,1,5.44684614584096e-177,0,1.19720891642909e-299
4193,0,1,0,1,1,5.48213278243349e-98,1,0,1
4194,0,0,0,9.51827174556365e-185,0,1,1,9.93349378114251e-21,0
4195,0,0,1,0,1,1,1,1,0
4196,1,1,1,0,1,0,1,1,3.14705716498783e-39
4197,1,0,0,1.32771958990817e-229,1,1,1,1,0
4198,1,1,0,1,0,1,0,1,0
4199,0,1,1,1,7.04833781460028e-64,6.66897485840314e-283,0,1,0
4200,0,1,2.43275655572932e-238,1,1,0,1,0,0
4201,1.50108123425292e-235,0,3.8165423962959e-213,1,1,0,0,0,1
4202,0,1,0,1,1,0,5.40880198856877e-246,0,0
4203,0,0,1,0,1,0,0,0,1
4204,0,1,0,1,1,1,1,1,2.87184249401041e-253
4205,0,0,0,6.6551279068575e-78,0,0,1,6.04381768339725e-298,0
4206,1,1,0,1,1,1,7.56862972934319e-38,8.05090474727733e-151,0
4207,1,4.3309400271345e-206,1,1,1,1.60072774095734e-190,3.19114754669747e-139,1,1
4208,1,2.96458495469337e-242,1,0,0,1,1.55110712181338e-271,0,0
4209,1,3.72091867010887e-185,1,1,0,0,0,1,0
4210,0,1,1,1,0,0,2.01916408497038e-166,1,0
4211,1,0,7.73521570897389e-220,0,0,1,8.13830381967979e-86,0,0
4212,0,1,0,1,0,1,0,0,6.1719195508325e-18
4213,5.477554108428e-238,1,0,1,0,1,0,1,1
4214,1,0,1,2.02030923728448e-204,1,1,1,1,1.94643543484163e-145
4215,1,1,0,1,1,0,5.17422573362308e-128,0,0
4216,2.50344985466017e-229,0,1,1,5.26298203748716e-12,0,0,0,0
4217,1,1.54806701920146e-156,0,1,1,0,0,0,0
4218,1,1,3.34853439187418e-277,0,0,0,0,0,1
4219,0,1,1.11297183355052e-24,0,1,0,1,1,0
4220,0,1,0,0,0,1,1,0,1
4221,1,0,4.62748222844607e-211,1,0,1,1,1,0
4222,1,1,2.02919718216166e-19,0,5.97741656978593e-127,1,1,0,0
4223,0,1,1,1,0,1,0,0,9.55180976785142e-306
4224,0,1,1,1,0,0,0,0,1
4225,1,0,1,0,7.55598708779843e-221,0,2.41222461048358e-24,1,1
4226,0,0,0,0,0,1,0,1,6.24358273911892e-210
4227,0,0,1,0,1,0,1,0,1.48829667668244e-136
4228,1,1,1,0,1,0,1,1.52902540137367e-10,1.62931491233302e-50
4229,1,0,1,1,2.42100740109148e-15,1,0,1,1
4230,1,0,1,0,5.93134904663445e-159,1,1,1,7.16033232012369e-275
4231,1,8.43192633267186e-82,0,0,0,5.5087983878264e-87,1,0,0
4232,0,0,0.999975553360489,0,4.47769907521358e-43,1,0,0,0
4233,0,1,0,0,0,0,1,1,0
4234,0,0,0,1,0,0,0,0,0
4235,0,0,0,1.09510580159058e-211,8.62299982033142e-275,5.56458648636756e-137,1.39138276457638e-157,0,2.08780801664762e-130
4236,0,1,1,1,0,1.54327677629934e-279,1,0,0
4237,1,0,0,0,1,0,1,0,0
4238,0,1,1,1,0,1,1,0,1
4239,0,0,0,1,0,1,0,0,1
4240,1,0,0,0,0,1,3.35013635124879e-279,3.70322345025306e-129,0
4241,1,0,0,1,0,0,1,1,8.86382639013124e-227
4242,0,7.28057130184077e-140,0,0,0,0,1,0,1.6579471049928e-62
4243,0,1.04791304020068e-235,0,0,0,3.87256995537382e-26,3.23874794544336e-150,1,1
4244,1,1,1,0,0,0,0,0,0
4245,0,1,0,1,1,1,1,0,1
4246,1,0,0,0,0,0,0,0,2.41746745493722e-272
4247,0,0,1,1,0,0,1.99344291588495e-270,0,0
4248,0,1,0,1,1,0,0,0,0
4249,0,0,1,0,1,1,8.12673143944964e-80,1,1
4250,0,0,1,1,0,0,0,0,0
4251,8.2969707416165e-142,1,1,0,0,1,0,0,2.36498599181141e-101
4252,1,1,1,1,6.51528785125909e-83,0,0,0,1
4253,0,1,1,1,0,1,0,1,0
4254,0,1.68065893558371e-272,0,0,0,0,0,0,1
4255,0,0,1,0,0,2.919943471707e-28,5.56862433411675e-255,1,0
4256,1,0,0,1,1,0,1,0,0
4257,0,0,0,1,1,0,8.53280206301045e-14,0,0
4258,1,1,0,1,2.73254099732935e-167,1.27428567444806e-37,0,1,0
4259,0,0,6.82404331471989e-99,1,0,1,0,1,0
4260,1,2.47390535638966e-20,0,0,1,1,1.06167521027416e-131,0,0
4261,0,1,0,1,0,0,1.03806689649643e-129,1,1
4262,0,1,1,1.33136310861108e-113,1,0,0,7.7595297061167e-05,0
4263,0,1.20166767586356e-121,1,8.32657287932597e-280,0,0,1,1,1
4264,1,0,0,1.1319440886187e-112,0,0,1,0,0
4265,0,0,2.29432067490033e-168,1,0,1,0,0,0
4266,0,1,0,1,0,0,0,1,0.999975240754593
4267,1,1.0091826762928e-239,1,0,0,0,1,1,1
4268,0,1,1,0,0,1,1,6.71359075452233e-96,6.65804788022598e-194
4269,1,1,1,0,1,0,1,0,0
4270,3.77746638213013e-302,1.65263390408522e-98,0,4.01561291424823e-09,1,1,1,0,1
4271,1,0,0,0,0,1,0,0,0
4272,1,0,0,1,0,1,1,0,1
4273,0,1,0,1,0,0,0,1,1
4274,1,3.18945903853416e-47,1,0,1,1,0,1,1
4275,1,0,0,1.36244013183298e-157,0,1,1,0,0
4276,1,5.23221936316981e-124,1,1,0,0,1,0,1
4277,1,0,1,0,1,0,1,1,0
4278,0,0,1,0.999999786635327,1,1,0,1,0
4279,1,1,0,1.5859517670916e-213,0,1,0,1.19058068194185e-134,1.72125731074404e-271
4280,1.3714264203448e-219,0,1.55021464741037e-155,0,0,0,2.34381000487823e-08,1,0
4281,0,1,0,1,2.10214513940415e-113,1,1,0,1
4282,1,0,3.40216461304251e-66,0,1,1,0,1,0
4283,0,0,0,0,1.00742008767891e-235,1,0,0,1
4284,0,1,5.90250689243436e-210,0,0,1,0,1,1
4285,1,2.06100843570988e-271,2.88105762776122e-155,1.66713764722239e-107,1,0,1.40574253504878e-98,0,7.88056610018087e-139
4286,0,0,0,0,0,1,1,0,7.81695962133732e-164
4287,1,0,0,0,1,0,0,0,0
4288,0,0,1,0,1.19379353120655e-308,1,1,1,1
4289,0,0,1,1,3.0547449995131e-219,1,0,1,0
4290,0,1,1,1,1,0,0,0,4.39164918597408e-29
4291,2.66291920323078e-109,0,1,1,0,0,0,0,0
4292,0,0,0,0,0,1,1,1,0
4293,0,0,1,3.6206892360128e-297,2.27286308880894e-51,0,0,1,1
4294,1,1.70250048974999e-121,4.19021414124784e-271,7.87525374487602e-136,0,6.93746811425401e-96,0,0,1
4295,0,3.20834155448072e-203,4.73344720471165e-202,1,0,0,0,2.10370482803695e-224,1
4296,1,0,0,1,0,0,1,1,1
4297,5.75795202143899e-308,1.04512486372677e-286,1,0,1,1,0,0,2.86837465687664e-77
4298,1,1,0,1,0,1,0,1,0
4299,4.67702982657366e-65,1,1,1,1,0,0,0,0
4300,4.12353987769937e-19,8.75765379004322e-144,3.86842117133106e-184,0,1,1,0,1,1
4301,0,0,1,0,1,1,0,1,0
4302,3.66595801619617e-247,0,1,1,0,1,0,3.90767265941523e-41,0
4303,0,1,0,0,2.89881933339106e-129,1,0,0,0
4304,0,1,0,3.95512143961467e-08,1,5.12152089567709e-259,5.52639889445897e-260,0,1
4305,0,0,1.38225554114043e-187,0,1,0,0,1,1
4306,1,1,1,0,0,1,1,1,1
4307,0,1.44223959877353e-21,0,1,1,1,1,1,1.98612271182324e-263
4308,0,0,0,1,1,1,0,1,0
4309,0,0,0,0,1,0,0,1,1
4310,1,0,0,0,0,1,0,0,0
4311,1,0,4.66580112525029e-287,0,0,0,0,5.86091594755024e-97,0
4312,1,0,1,0,0,0,0,0,0
4313,1,0,1,1,9.43784630739305e-87,0,0,7.36964221156406e-258,0
4314,1,0,1,0,0,1,0,1,0
4315,0,0,1,0,1,0,1,0,1
4316,0,3.46311951498454e-41,0,0,1.17471388505421e-138,0,1,4.10801317274881e-56,0
4317,0,0,1,0,1,1,1,0,1
4318,3.91746322833851e-197,0,0,0,1,6.13558385216598e-96,0,1,1
4319,0,0,1,1,1,7.50478098681176e-169,0,2.43924074339086e-218,0
4320,0,0,0,1,3.5524228504947e-150,0,0,1,0
4321,1,1,0,0,1,1,0,0,1
4322,0,1,0,1,0,0,0,1.44221051986596e-09,1
4323,1,0,0,1,1,1,1,0,0
4324,3.1685693735254e-217,1,0,3.78820549076814e-27,1,0,0,1,0
4325,0,0,1,1,0,0,0,0,1
4326,1,1,0,0,1,0,0,1,1
4327,4.81307564743934e-137,3.79521062426305e-279,0,0,1,0,1,0,0
4328,1,5.99908656541039e-158,1,0,2.12655681259697e-193,0,1,2.81384512529412e-100,0
4329,1,1,1,0,1,0,0,1,0
4330,0,0,1.09379159504198e-248,1,1,1,0,0,1
4331,0,0,0,1,1,1,0,0,0
4332,1,1.28389499308552e-289,0,0,1,0,1.90806731079245e-288,1.21967648316316e-71,0
4333,0,1,1,0.924976792256685,0,0,0.782635262964748,0,0
4334,1,1,1,0,0,2.96380006872656e-58,0,1,0
4335,0,1,0,1,0,0,1,1,1
4336,0,0,1,0,1,0,0,0,1
4337,0,1,1,1,0,0,1,1,5.15250126443119e-18
4338,0,1,1,0,7.33678462653562e-234,1,1,0,0
4339,1,0,0,1,1,0,1,1,1
4340,0,0,1,3.22667534026702e-142,1,0,1,1,1
4341,5.70006509327169e-303,8.19579688047935e-304,1.85261322073794e-251,1,0,1,1,0,0
4342,1,0,0,0,1,1,1,0,0
4343,1,3.02633505241028e-33,0,0,0,4.45557247339804e-279,0,1,0
4344,1,1,1.36855691732044e-90,0,5.45852894315334e-204,0,1,0,7.5901824726968e-217
4345,1,0,0,1.4571529777406e-271,0,1.96269603114979e-256,0,1,0
4346,2.29921274536016e-60,8.83724802889067e-272,1,1,0,1,0,1,1.6538576856362e-18
4347,0,1,0,0,1,0,1.38222360073666e-33,0,0
4348,1,1.51077235310885e-125,1,0,0,0,1,0,1
4349,1,1,0,1,0,1,0,0,0
4350,0,1,0,0,0,0,0,1,0
4351,0,0,0,0,1,0,1,8.49725471661674e-132,1
4352,0,1,0,0,0,0,0,0,1
4353,1,1,0.999999999999954,1,1,0,0,8.53366707629717e-79,0
4354,1,1,1,0,0,0,1,0,0
4355,0,1,0.99999993035628,0,0,0,0,6.70438988841169e-226,1
4356,9.12087409870522e-159,1,0,0,1,1,0,0,6.82505566442383e-228
4357,0,0,0,1,0,0,1,1,1
4358,1.5834472329992e-167,1,0,0,0,0,0,1,1
4359,1,1,1,0,1,0,1,1,0
4360,1,1,8.2306738286144e-144,1,1,0,1,4.25851037116645e-226,1.07230689744049e-185
4361,0,0,0,1,1,0,0,1,1.18499359141343e-226
4362,0,1.8387854702226e-10,0,1,0,1,1,0,1
4363,1,1,1,1.05048653690588e-131,4.14859972512593e-57,0,1,1,1
4364,1.08802649089835e-21,1,1,1,1,0,1,1,0
4365,0,1,0,1,0,0,5.5011701121865e-30,2.41943400944021e-136,0
4366,0,1,0,0,0,0,1,1,0
4367,1,0,0,0,1,1,1,1,0
4368,0,0,0,0,0,1,1.72492955671977e-262,1,0
4369,0,0,0,9.18220355737836e-64,4.66164052529894e-234,0,3.92035168199686e-194,0,0
4370,6.80188147317523e-60,1,2.90202566369276e-83,1,1,1,1,0,0
4371,5.88681068564366e-133,0,1,1,1,0,0,0,1
4372,0,0,0,0,0,0,0,1,1
4373,0,0,0,0,0,0,0,7.22511615386013e-272,1
4374,0,0,0,0,0,1,0,0,1
4375,0,1,0,0,0,1,0,0,1
4376,1.16589638674418e-227,1,1,0,0,1,1,0,1
4377,0,1,0,4.93378435201663e-273,0,2.34545078617849e-129,0,8.63323026605921e-170,1
4378,1,0,0,0,1,1,0,1,1
4379,1,1,0,0,0,0,1,0,0
4380,0,0,4.14737454790685e-61,1.05615640900969e-204,1,1,0,0,1
4381,0,1.45318930775125e-166,1,0,2.83702145965565e-126,3.05832408513359e-274,1,0,2.7949289395141e-172
4382,1,0,1,0,1,1,1,0,7.66396491617248e-124
4383,0,1,1,1,0,0,0,1,1
4384,0,1,0,1.20735530766261e-105,0,1,7.69487012064823e-87,1,0
4385,0.99999972334965,0,0,0,1,0,1,6.34348908726064e-105,1
4386,0,0,7.75404638397646e-136,0,1,0,0,0,3.58094299336809e-153
4387,0,0,1,2.98407150485729e-19,1,2.61501257069418e-297,0,1,1
4388,1,0,0,0,1,1,0,0,0
4389,1,0,1,1,1,0,1,1,1
4390,1,1,0,1,1,1,6.56428249283025e-308,1,0
4391,9.36988923365506e-266,7.88949960162497e-106,0,0,0,1,1,1,0
4392,0,0,0,6.27314371970727e-72,0,1,1,1,0
4393,1,1,1,1,0,1,1,0,0
4394,1,0,1,1,0,1,0,1.34686750183221e-185,1
4395,0,0,1,1,1.56579818899391e-202,0,0,0,5.44649708206802e-210
4396,1.77479096890907e-99,1,1,1,0,1,1.87759299170872e-262,1,0
4397,1,1,1,0,1,1,0,1,0
4398,1,0,7.03137961747658e-298,0,0,1,1.39333092858897e-155,1,0
4399,1,7.83682099273089e-59,1,1,0,1,1,0,0
4400,1,1,1,0,0,0,1,7.52213970672758e-14,1
4401,6.2826247453412e-246,1,5.69979740810136e-304,0,0,0,1,0,0
4402,0,0,0,0,0,0,0,0,0
4403,0,1,0,1,1,1,1,1,1
4404,1,0,0,0,1,1,1.07575161808855e-57,0,1
4405,0,0,0,0,0,0,0,1,1
4406,0,1,0,1,0,1,0,1,0
4407,1,0,1,0,0,0,0,0,1
4408,0,1,0,0,1,0,1,0,1
4409,1,3.51720200502918e-203,0.999999773643492,0,0,0,0,0,0
4410,0,0,0,0,0,0,0,0,0
4411,0,0,0,0,0,0,0,0,0
4412,0,0,0,0,0,0,0,0,0
4413,0,0,0,0,0,0,0,0,0
4414,0,0,0,0,0,0,0,0,0
4415,0,0,0,0,0,0,0,0,0
4416,0,0,0,0,0,0,0,0,0
4417,0,0,0,0,0,0,0,0,0
4418,0,0,0,0,0,0,0,0,0
4419,0,0,0,0,0,0,0,0,0
4420,0,0,0,0,0,0,0,0,0
4421,0,0,0,0,0,0,0,0,0
4422,0,0,0,0,0,0,0,0,0
4423,0,0,0,0,0,0,0,0,0
4424,0,0,0,0,0,0,0,0,0
4425,0,0,0,0,0,0,0,0,0
4426,0,0,0,0,0,0,0,0,0
4427,0,0,0,0,0,0,0,0,0
4428,0,0,0,0,0,0,0,0,0
4429,0,0,0,0,0,0,0,0,0
4430,0,0,0,0,0,0,0,0,0
4431,0,0,0,0,0,0,0,0,0
4432,0,0,0,0,0,0,0,0,0
4433,0,0,0,0,0,0,0,0,0
4434,0,0,0,0,0,0,0,0,0
4435,0,0,0,0,0,0,0,0,0
4436,0,0,0,0,0,0,0,0,0
4437,0,0,0,0,0,0,0,0,0
4438,0,0,0,0,0,0,0,0,0
4439,0,0,0,0,0,0,0,0,0
4440,0,0,0,0,0,0,0,0,0
4441,0,0,0,0,0,0,0,0,0
4442,0,0,0,0,0,0,0,0,0
4443,0,0,0,0,0,0,0,0,0
4444,0,0,0,0,0,0,0,0,0
4445,0,0,0,0,0,0,0,0,0
4446,0,0,0,0,0,0,0,0,0
4447,0,0,0,0,0,0,0,0,0
4448,0,0,0,0,1,0,0,0,0
4449,0,0,0,0,0,0,0,0,0
4450,0,0,0,0,0,0.999999999995105,0,0,0
4451,0,0,0,0,0,0,0,0,0
4452,0,0,0,0,0,0,0,0,0
4453,0,0,0,0,0,0,0,0,0
4454,0,0,0,0,0,0,0,0,0
4455,0,0,0,0,0,0,0,0,0
4456,0,0,0,0,0,0,0,0,0
4457,0,0,0,0,0,0,0,0,0
4458,0,0,0,0,0,0,0,0,0
4459,0,0,0,0,0,0,0,0,0
4460,0,0,0,0,0,0,0,0,0
4461,0,0,0,0,0,0,0,0,0
4462,0,0,0,0,0,0,0,0,0
4463,0,0,0,0,0,0,0,0,0
4464,0,0,0,0,0,0,0,0,0
4465,0,0,0,0,0,0,0,0,0
4466,0,0,0,0,0,0,0,0,0
4467,0,0,0,0,0,0,0,0,0
4468,0,0,0,0,0,0,0,0,0
4469,0,0,0,0,0,0,0,0,0
4470,0,0,0,0,0,0,0,0,0
4471,0,0,0,0,0,0,0,0,0
4472,0,0,0,0,0,0,0,0,0
4473,0,0,0,0,0,0,0,0,0
4474,0,0,0,0,0,0,0,0,0
4475,0,0,0,0,0,0,0,0,0
4476,0,0,0,0,0,0,0,0,0
4477,0,0,0,0,0,0,0,0,0
4478,0,0,0,0,0,0,0,0,0
4479,0,0,0,0,0,0,0,0,0
4480,0,0,0,0,0,0,0,0,0
4481,0,0,0,0,0,0,0,0,0
4482,0,0,0,0,0,0,0,0,0
4483,0,0,0,0,0,0,0,0,0
4484,0,0,0,0,0,0,0,0,0
4485,0,0,0,0,0,0,0,0,0
4486,0,0,0,0,0,0,0,0,0
4487,0,0,0,0,0,0,0,0,0
4488,0,0,0,0,0,0,0,0,0
4489,0,0,0,0,0,0,0,0,0
4490,0,0,0,0,0,0,0,0,0
4491,0,0,0,0,0,0,0,0,0
4492,0,0,0,0,0,0,0,0,0
4493,0,0,0,0,0,0,0,0,0
4494,0,0,0,0,0,0,0,0,0
4495,0,0,0,0,0,0,0,0,0
4496,0,0,0,0,0,0,0,0,0
4497,0,0,0,0,0,0,0,0,0
4498,0,0,0,0,0,0,0,0,0
4499,0,0,0,0,0,0,0,0,0
4500,0,0,0,0,0,0,0,0,0
4501,0,0,0,0,0,0,0,0,0
4502,0,0,0,0,0,0,0,0,0
4503,0,0,0,0,0,0,0,0,0
4504,0,0,0,0,0,0,0,0,0
4505,0,0,0,0,0,0,0,0,0
4506,0,0,0,0,0,0,0,0,0
4507,0,0,0,0,0,0,0,0,0
4508,0,0,0,0,0,0,0,0,0
4509,0,0,0,0,0,0,0,0,0
4510,0,0,0,0,0,0,0,0,0
4511,0,0,0,0,0,0,0,0,0
4512,0,0,0,0,0,0,0,0,0
4513,0,0,0,0,0,0,0,0,0
4514,0,0,0,0,0,0,0,0,0
4515,0,0,0,0,0,0,0,0,0
4516,0,0,0,0,0,0,0,0,0
4517,0,0,0,0,0,0,0,0,0
4518,0,0,0,0,0,0,0,0,0
4519,0,0,0,0,0,0,0,0,0
4520,0,0,0,0,0,0,0,0,0
4521,0,0,0,0,0,0,0,0,0
4522,0,0,0,0,0,0,0,0,0
4523,0,0,0,0,0,0,0,0,0
4524,0,0,0,0,0,0,0,0,0
4525,0,0,0,0,0,0,0,0,0
4526,0,0,0,0,0,0,0,0,0
4527,0,0,0,0,0,0,0,0,0
4528,0,0,0,0,0,0,0,0,0
4529,0,0,0,0,0,0,0,0,0
4530,0,0,0,0,0,0,0,0,0
4531,0,0,0,0,0,0,0,0,0
4532,0,0,0,0,0,0,0,0,0
4533,0,0,0,0,0,0,0,0,0
4534,0,0,0,0,0,0,0,0,0
4535,0,0,0,0,0,0,0,0,0
4536,0,0,0,0,0,0,0,0,0
4537,0,0,0,0,0,0,0,0,0
4538,0,0,0,0,0,0,0,0,0
4539,0,0,0,0,0,0,0,0,0
4540,0,0,0,0,0,0,0,0,0
4541,0,0,0,0,0,0,0,0,0
